Driver,Team,GridPosition,Position,ClassifiedPosition,Status,Points,Season,Race,RoundNumber
PER,Red Bull Racing,13.0,10.0,10,Lapped,1.0,2024,Singapore Grand Prix,18
COL,Williams,12.0,11.0,11,Lapped,0.0,2024,Singapore Grand Prix,18
TSU,RB,8.0,12.0,12,Lapped,0.0,2024,Singapore Grand Prix,18
OCO,Alpine,15.0,13.0,13,Lapped,0.0,2024,Singapore Grand Prix,18
STR,Aston Martin,17.0,14.0,14,Lapped,0.0,2024,Singapore Grand Prix,18
ZHO,Kick Sauber,20.0,15.0,15,Lapped,0.0,2024,Singapore Grand Prix,18
BOT,Kick Sauber,19.0,16.0,16,Lapped,0.0,2024,Singapore Grand Prix,18
GAS,Alpine,18.0,17.0,17,Lapped,0.0,2024,Singapore Grand Prix,18
RIC,RB,16.0,18.0,18,Lapped,0.0,2024,Singapore Grand Prix,18
MAG,Haas F1 Team,14.0,19.0,19,Retired,0.0,2024,Singapore Grand Prix,18
ALB,Williams,11.0,20.0,R,Retired,0.0,2024,Singapore Grand Prix,18
LEC,Ferrari,4.0,1.0,1,Finished,25.0,2024,United States Grand Prix,19
SAI,Ferrari,3.0,2.0,2,Finished,18.0,2024,United States Grand Prix,19
VER,Red Bull Racing,2.0,3.0,3,Finished,15.0,2024,United States Grand Prix,19
NOR,McLaren,1.0,4.0,4,Finished,12.0,2024,United States Grand Prix,19
PIA,McLaren,5.0,5.0,5,Finished,10.0,2024,United States Grand Prix,19
RUS,Mercedes,20.0,6.0,6,Finished,8.0,2024,United States Grand Prix,19
PER,Red Bull Racing,9.0,7.0,7,Finished,6.0,2024,United States Grand Prix,19
HUL,Haas F1 Team,11.0,8.0,8,Finished,4.0,2024,United States Grand Prix,19
LAW,RB,19.0,9.0,9,Finished,2.0,2024,United States Grand Prix,19
COL,Williams,15.0,10.0,10,Finished,1.0,2024,United States Grand Prix,19
MAG,Haas F1 Team,8.0,11.0,11,Finished,0.0,2024,United States Grand Prix,19
GAS,Alpine,6.0,12.0,12,Finished,0.0,2024,United States Grand Prix,19
ALO,Aston Martin,7.0,13.0,13,Lapped,0.0,2024,United States Grand Prix,19
TSU,RB,10.0,14.0,14,Lapped,0.0,2024,United States Grand Prix,19
STR,Aston Martin,13.0,15.0,15,Lapped,0.0,2024,United States Grand Prix,19
ALB,Williams,14.0,16.0,16,Lapped,0.0,2024,United States Grand Prix,19
BOT,Kick Sauber,16.0,17.0,17,Lapped,0.0,2024,United States Grand Prix,19
OCO,Alpine,12.0,18.0,18,Lapped,0.0,2024,United States Grand Prix,19
ZHO,Kick Sauber,18.0,19.0,19,Lapped,0.0,2024,United States Grand Prix,19
HAM,Mercedes,17.0,20.0,R,Retired,0.0,2024,United States Grand Prix,19
SAI,Ferrari,1.0,1.0,1,Finished,25.0,2024,Mexico City Grand Prix,20
NOR,McLaren,3.0,2.0,2,Finished,18.0,2024,Mexico City Grand Prix,20
LEC,Ferrari,4.0,3.0,3,Finished,16.0,2024,Mexico City Grand Prix,20
HAM,Mercedes,6.0,4.0,4,Finished,12.0,2024,Mexico City Grand Prix,20
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2024,Mexico City Grand Prix,20
VER,Red Bull Racing,2.0,6.0,6,Finished,8.0,2024,Mexico City Grand Prix,20
MAG,Haas F1 Team,7.0,7.0,7,Finished,6.0,2024,Mexico City Grand Prix,20
PIA,McLaren,17.0,8.0,8,Finished,4.0,2024,Mexico City Grand Prix,20
HUL,Haas F1 Team,10.0,9.0,9,Lapped,2.0,2024,Mexico City Grand Prix,20
GAS,Alpine,8.0,10.0,10,Lapped,1.0,2024,Mexico City Grand Prix,20
STR,Aston Martin,14.0,11.0,11,Lapped,0.0,2024,Mexico City Grand Prix,20
COL,Williams,16.0,12.0,12,Lapped,0.0,2024,Mexico City Grand Prix,20
OCO,Alpine,0.0,13.0,13,Lapped,0.0,2024,Mexico City Grand Prix,20
BOT,Kick Sauber,15.0,14.0,14,Lapped,0.0,2024,Mexico City Grand Prix,20
ZHO,Kick Sauber,19.0,15.0,15,Lapped,0.0,2024,Mexico City Grand Prix,20
LAW,RB,12.0,16.0,16,Lapped,0.0,2024,Mexico City Grand Prix,20
PER,Red Bull Racing,18.0,17.0,17,Lapped,0.0,2024,Mexico City Grand Prix,20
ALO,Aston Martin,13.0,18.0,R,Retired,0.0,2024,Mexico City Grand Prix,20
ALB,Williams,9.0,19.0,R,Retired,0.0,2024,Mexico City Grand Prix,20
TSU,RB,11.0,20.0,R,Retired,0.0,2024,Mexico City Grand Prix,20
VER,Red Bull Racing,17.0,1.0,1,Finished,26.0,2024,São Paulo Grand Prix,21
OCO,Alpine,4.0,2.0,2,Finished,18.0,2024,São Paulo Grand Prix,21
GAS,Alpine,13.0,3.0,3,Finished,15.0,2024,São Paulo Grand Prix,21
RUS,Mercedes,2.0,4.0,4,Finished,12.0,2024,São Paulo Grand Prix,21
LEC,Ferrari,6.0,5.0,5,Finished,10.0,2024,São Paulo Grand Prix,21
NOR,McLaren,1.0,6.0,6,Finished,8.0,2024,São Paulo Grand Prix,21
TSU,RB,3.0,7.0,7,Finished,6.0,2024,São Paulo Grand Prix,21
PIA,McLaren,8.0,8.0,8,Finished,4.0,2024,São Paulo Grand Prix,21
LAW,RB,5.0,9.0,9,Finished,2.0,2024,São Paulo Grand Prix,21
HAM,Mercedes,14.0,10.0,10,Finished,1.0,2024,São Paulo Grand Prix,21
PER,Red Bull Racing,12.0,11.0,11,Finished,0.0,2024,São Paulo Grand Prix,21
BEA,Haas F1 Team,15.0,12.0,12,Finished,0.0,2024,São Paulo Grand Prix,21
BOT,Kick Sauber,11.0,13.0,13,Finished,0.0,2024,São Paulo Grand Prix,21
ALO,Aston Martin,9.0,14.0,14,Finished,0.0,2024,São Paulo Grand Prix,21
ZHO,Kick Sauber,19.0,15.0,15,Finished,0.0,2024,São Paulo Grand Prix,21
SAI,Ferrari,20.0,16.0,R,Retired,0.0,2024,São Paulo Grand Prix,21
COL,Williams,16.0,17.0,R,Retired,0.0,2024,São Paulo Grand Prix,21
ALB,Williams,7.0,18.0,W,Did not start,0.0,2024,São Paulo Grand Prix,21
STR,Aston Martin,10.0,19.0,W,Did not start,0.0,2024,São Paulo Grand Prix,21
HUL,Haas F1 Team,18.0,20.0,D,Disqualified,0.0,2024,São Paulo Grand Prix,21
RUS,Mercedes,1.0,1.0,1,Finished,25.0,2024,Las Vegas Grand Prix,22
HAM,Mercedes,10.0,2.0,2,Finished,18.0,2024,Las Vegas Grand Prix,22
SAI,Ferrari,2.0,3.0,3,Finished,15.0,2024,Las Vegas Grand Prix,22
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2024,Las Vegas Grand Prix,22
VER,Red Bull Racing,5.0,5.0,5,Finished,10.0,2024,Las Vegas Grand Prix,22
NOR,McLaren,6.0,6.0,6,Finished,9.0,2024,Las Vegas Grand Prix,22
PIA,McLaren,8.0,7.0,7,Finished,6.0,2024,Las Vegas Grand Prix,22
HUL,Haas F1 Team,9.0,8.0,8,Finished,4.0,2024,Las Vegas Grand Prix,22
TSU,RB,7.0,9.0,9,Finished,2.0,2024,Las Vegas Grand Prix,22
PER,Red Bull Racing,15.0,10.0,10,Finished,1.0,2024,Las Vegas Grand Prix,22
ALO,Aston Martin,16.0,11.0,11,Finished,0.0,2024,Las Vegas Grand Prix,22
MAG,Haas F1 Team,12.0,12.0,12,Finished,0.0,2024,Las Vegas Grand Prix,22
ZHO,Kick Sauber,13.0,13.0,13,Finished,0.0,2024,Las Vegas Grand Prix,22
COL,Williams,20.0,14.0,14,Finished,0.0,2024,Las Vegas Grand Prix,22
STR,Aston Martin,18.0,15.0,15,Finished,0.0,2024,Las Vegas Grand Prix,22
LAW,RB,14.0,16.0,16,Finished,0.0,2024,Las Vegas Grand Prix,22
OCO,Alpine,11.0,17.0,17,Lapped,0.0,2024,Las Vegas Grand Prix,22
BOT,Kick Sauber,19.0,18.0,18,Lapped,0.0,2024,Las Vegas Grand Prix,22
ALB,Williams,17.0,19.0,R,Retired,0.0,2024,Las Vegas Grand Prix,22
GAS,Alpine,3.0,20.0,R,Retired,0.0,2024,Las Vegas Grand Prix,22
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2024,Qatar Grand Prix,23
LEC,Ferrari,5.0,2.0,2,Finished,18.0,2024,Qatar Grand Prix,23
PIA,McLaren,4.0,3.0,3,Finished,15.0,2024,Qatar Grand Prix,23
RUS,Mercedes,1.0,4.0,4,Finished,12.0,2024,Qatar Grand Prix,23
GAS,Alpine,11.0,5.0,5,Finished,10.0,2024,Qatar Grand Prix,23
SAI,Ferrari,7.0,6.0,6,Finished,8.0,2024,Qatar Grand Prix,23
ALO,Aston Martin,8.0,7.0,7,Finished,6.0,2024,Qatar Grand Prix,23
ZHO,Kick Sauber,12.0,8.0,8,Finished,4.0,2024,Qatar Grand Prix,23
MAG,Haas F1 Team,10.0,9.0,9,Finished,2.0,2024,Qatar Grand Prix,23
NOR,McLaren,3.0,10.0,10,Finished,2.0,2024,Qatar Grand Prix,23
BOT,Kick Sauber,13.0,11.0,11,Finished,0.0,2024,Qatar Grand Prix,23
HAM,Mercedes,6.0,12.0,12,Finished,0.0,2024,Qatar Grand Prix,23
TSU,RB,14.0,13.0,13,Finished,0.0,2024,Qatar Grand Prix,23
LAW,RB,17.0,14.0,14,Finished,0.0,2024,Qatar Grand Prix,23
ALB,Williams,16.0,15.0,15,Lapped,0.0,2024,Qatar Grand Prix,23
HUL,Haas F1 Team,18.0,16.0,R,Retired,0.0,2024,Qatar Grand Prix,23
PER,Red Bull Racing,9.0,17.0,R,Retired,0.0,2024,Qatar Grand Prix,23
STR,Aston Martin,15.0,18.0,R,Retired,0.0,2024,Qatar Grand Prix,23
COL,Williams,19.0,19.0,R,Retired,0.0,2024,Qatar Grand Prix,23
OCO,Alpine,20.0,20.0,R,Retired,0.0,2024,Qatar Grand Prix,23
NOR,McLaren,1.0,1.0,1,Finished,25.0,2024,Abu Dhabi Grand Prix,24
SAI,Ferrari,3.0,2.0,2,Finished,18.0,2024,Abu Dhabi Grand Prix,24
LEC,Ferrari,19.0,3.0,3,Finished,15.0,2024,Abu Dhabi Grand Prix,24
HAM,Mercedes,16.0,4.0,4,Finished,12.0,2024,Abu Dhabi Grand Prix,24
RUS,Mercedes,6.0,5.0,5,Finished,10.0,2024,Abu Dhabi Grand Prix,24
VER,Red Bull Racing,4.0,6.0,6,Finished,8.0,2024,Abu Dhabi Grand Prix,24
GAS,Alpine,5.0,7.0,7,Finished,6.0,2024,Abu Dhabi Grand Prix,24
HUL,Haas F1 Team,7.0,8.0,8,Finished,4.0,2024,Abu Dhabi Grand Prix,24
ALO,Aston Martin,8.0,9.0,9,Finished,2.0,2024,Abu Dhabi Grand Prix,24
PIA,McLaren,2.0,10.0,10,Finished,1.0,2024,Abu Dhabi Grand Prix,24
ALB,Williams,18.0,11.0,11,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
TSU,RB,11.0,12.0,12,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
ZHO,Kick Sauber,15.0,13.0,13,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
STR,Aston Martin,13.0,14.0,14,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
DOO,Alpine,17.0,15.0,15,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
MAG,Haas F1 Team,14.0,16.0,16,Lapped,0.0,2024,Abu Dhabi Grand Prix,24
LAW,RB,12.0,17.0,17,Retired,0.0,2024,Abu Dhabi Grand Prix,24
BOT,Kick Sauber,9.0,18.0,R,Retired,0.0,2024,Abu Dhabi Grand Prix,24
COL,Williams,20.0,19.0,R,Retired,0.0,2024,Abu Dhabi Grand Prix,24
PER,Red Bull Racing,10.0,20.0,R,Retired,0.0,2024,Abu Dhabi Grand Prix,24
NOR,McLaren,1.0,1.0,1,Finished,25.0,2025,Australian Grand Prix,1
VER,Red Bull Racing,3.0,2.0,2,Finished,18.0,2025,Australian Grand Prix,1
RUS,Mercedes,4.0,3.0,3,Finished,15.0,2025,Australian Grand Prix,1
ANT,Mercedes,16.0,4.0,4,Finished,12.0,2025,Australian Grand Prix,1
ALB,Williams,6.0,5.0,5,Finished,10.0,2025,Australian Grand Prix,1
STR,Aston Martin,13.0,6.0,6,Finished,8.0,2025,Australian Grand Prix,1
HUL,Kick Sauber,17.0,7.0,7,Finished,6.0,2025,Australian Grand Prix,1
LEC,Ferrari,7.0,8.0,8,Finished,4.0,2025,Australian Grand Prix,1
PIA,McLaren,2.0,9.0,9,Finished,2.0,2025,Australian Grand Prix,1
HAM,Ferrari,8.0,10.0,10,Finished,1.0,2025,Australian Grand Prix,1
GAS,Alpine,9.0,11.0,11,Finished,0.0,2025,Australian Grand Prix,1
TSU,Racing Bulls,5.0,12.0,12,Finished,0.0,2025,Australian Grand Prix,1
OCO,Haas F1 Team,19.0,13.0,13,Finished,0.0,2025,Australian Grand Prix,1
BEA,Haas F1 Team,20.0,14.0,14,Finished,0.0,2025,Australian Grand Prix,1
LAW,Red Bull Racing,18.0,15.0,R,Retired,0.0,2025,Australian Grand Prix,1
BOR,Kick Sauber,15.0,16.0,R,Retired,0.0,2025,Australian Grand Prix,1
ALO,Aston Martin,12.0,17.0,R,Retired,0.0,2025,Australian Grand Prix,1
SAI,Williams,10.0,18.0,R,Retired,0.0,2025,Australian Grand Prix,1
DOO,Alpine,14.0,19.0,R,Retired,0.0,2025,Australian Grand Prix,1
HAD,Racing Bulls,11.0,20.0,R,Retired,0.0,2025,Australian Grand Prix,1
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Chinese Grand Prix,2
NOR,McLaren,3.0,2.0,2,Finished,18.0,2025,Chinese Grand Prix,2
RUS,Mercedes,2.0,3.0,3,Finished,15.0,2025,Chinese Grand Prix,2
VER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2025,Chinese Grand Prix,2
OCO,Haas F1 Team,11.0,5.0,5,Finished,10.0,2025,Chinese Grand Prix,2
ANT,Mercedes,8.0,6.0,6,Finished,8.0,2025,Chinese Grand Prix,2
ALB,Williams,10.0,7.0,7,Finished,6.0,2025,Chinese Grand Prix,2
BEA,Haas F1 Team,17.0,8.0,8,Finished,4.0,2025,Chinese Grand Prix,2
STR,Aston Martin,14.0,9.0,9,Finished,2.0,2025,Chinese Grand Prix,2
SAI,Williams,15.0,10.0,10,Finished,1.0,2025,Chinese Grand Prix,2
HAD,Racing Bulls,7.0,11.0,11,Finished,0.0,2025,Chinese Grand Prix,2
LAW,Red Bull Racing,20.0,12.0,12,Finished,0.0,2025,Chinese Grand Prix,2
DOO,Alpine,18.0,13.0,13,Finished,0.0,2025,Chinese Grand Prix,2
BOR,Kick Sauber,19.0,14.0,14,Lapped,0.0,2025,Chinese Grand Prix,2
HUL,Kick Sauber,12.0,15.0,15,Lapped,0.0,2025,Chinese Grand Prix,2
TSU,Racing Bulls,9.0,16.0,16,Lapped,0.0,2025,Chinese Grand Prix,2
ALO,Aston Martin,13.0,17.0,R,Retired,0.0,2025,Chinese Grand Prix,2
LEC,Ferrari,6.0,18.0,D,Disqualified,0.0,2025,Chinese Grand Prix,2
HAM,Ferrari,5.0,19.0,D,Disqualified,0.0,2025,Chinese Grand Prix,2
GAS,Alpine,16.0,20.0,D,Disqualified,0.0,2025,Chinese Grand Prix,2
VER,Red Bull Racing,1.0,1.0,1,Finished,25.0,2025,Japanese Grand Prix,3
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Japanese Grand Prix,3
PIA,McLaren,3.0,3.0,3,Finished,15.0,2025,Japanese Grand Prix,3
LEC,Ferrari,4.0,4.0,4,Finished,12.0,2025,Japanese Grand Prix,3
RUS,Mercedes,5.0,5.0,5,Finished,10.0,2025,Japanese Grand Prix,3
ANT,Mercedes,6.0,6.0,6,Finished,8.0,2025,Japanese Grand Prix,3
HAM,Ferrari,8.0,7.0,7,Finished,6.0,2025,Japanese Grand Prix,3
HAD,Racing Bulls,7.0,8.0,8,Finished,4.0,2025,Japanese Grand Prix,3
ALB,Williams,9.0,9.0,9,Finished,2.0,2025,Japanese Grand Prix,3
BEA,Haas F1 Team,10.0,10.0,10,Finished,1.0,2025,Japanese Grand Prix,3
ALO,Aston Martin,12.0,11.0,11,Finished,0.0,2025,Japanese Grand Prix,3
TSU,Red Bull Racing,14.0,12.0,12,Finished,0.0,2025,Japanese Grand Prix,3
GAS,Alpine,11.0,13.0,13,Finished,0.0,2025,Japanese Grand Prix,3
SAI,Williams,15.0,14.0,14,Finished,0.0,2025,Japanese Grand Prix,3
DOO,Alpine,19.0,15.0,15,Finished,0.0,2025,Japanese Grand Prix,3
HUL,Kick Sauber,16.0,16.0,16,Finished,0.0,2025,Japanese Grand Prix,3
LAW,Racing Bulls,13.0,17.0,17,Finished,0.0,2025,Japanese Grand Prix,3
OCO,Haas F1 Team,18.0,18.0,18,Finished,0.0,2025,Japanese Grand Prix,3
BOR,Kick Sauber,17.0,19.0,19,Finished,0.0,2025,Japanese Grand Prix,3
STR,Aston Martin,20.0,20.0,20,Lapped,0.0,2025,Japanese Grand Prix,3
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Bahrain Grand Prix,4
RUS,Mercedes,3.0,2.0,2,Finished,18.0,2025,Bahrain Grand Prix,4
NOR,McLaren,6.0,3.0,3,Finished,15.0,2025,Bahrain Grand Prix,4
LEC,Ferrari,2.0,4.0,4,Finished,12.0,2025,Bahrain Grand Prix,4
HAM,Ferrari,9.0,5.0,5,Finished,10.0,2025,Bahrain Grand Prix,4
VER,Red Bull Racing,7.0,6.0,6,Finished,8.0,2025,Bahrain Grand Prix,4
GAS,Alpine,4.0,7.0,7,Finished,6.0,2025,Bahrain Grand Prix,4
OCO,Haas F1 Team,14.0,8.0,8,Finished,4.0,2025,Bahrain Grand Prix,4
TSU,Red Bull Racing,10.0,9.0,9,Finished,2.0,2025,Bahrain Grand Prix,4
BEA,Haas F1 Team,20.0,10.0,10,Finished,1.0,2025,Bahrain Grand Prix,4
ANT,Mercedes,5.0,11.0,11,Finished,0.0,2025,Bahrain Grand Prix,4
ALB,Williams,15.0,12.0,12,Finished,0.0,2025,Bahrain Grand Prix,4
HAD,Racing Bulls,12.0,13.0,13,Finished,0.0,2025,Bahrain Grand Prix,4
DOO,Alpine,11.0,14.0,14,Finished,0.0,2025,Bahrain Grand Prix,4
ALO,Aston Martin,13.0,15.0,15,Finished,0.0,2025,Bahrain Grand Prix,4
LAW,Racing Bulls,17.0,16.0,16,Finished,0.0,2025,Bahrain Grand Prix,4
STR,Aston Martin,19.0,17.0,17,Finished,0.0,2025,Bahrain Grand Prix,4
BOR,Kick Sauber,18.0,18.0,18,Finished,0.0,2025,Bahrain Grand Prix,4
SAI,Williams,8.0,19.0,R,Retired,0.0,2025,Bahrain Grand Prix,4
HUL,Kick Sauber,16.0,20.0,D,Disqualified,0.0,2025,Bahrain Grand Prix,4
PIA,McLaren,2.0,1.0,1,Finished,25.0,2025,Saudi Arabian Grand Prix,5
VER,Red Bull Racing,1.0,2.0,2,Finished,18.0,2025,Saudi Arabian Grand Prix,5
LEC,Ferrari,4.0,3.0,3,Finished,15.0,2025,Saudi Arabian Grand Prix,5
NOR,McLaren,10.0,4.0,4,Finished,12.0,2025,Saudi Arabian Grand Prix,5
RUS,Mercedes,3.0,5.0,5,Finished,10.0,2025,Saudi Arabian Grand Prix,5
ANT,Mercedes,5.0,6.0,6,Finished,8.0,2025,Saudi Arabian Grand Prix,5
HAM,Ferrari,7.0,7.0,7,Finished,6.0,2025,Saudi Arabian Grand Prix,5
SAI,Williams,6.0,8.0,8,Finished,4.0,2025,Saudi Arabian Grand Prix,5
ALB,Williams,11.0,9.0,9,Finished,2.0,2025,Saudi Arabian Grand Prix,5
HAD,Racing Bulls,14.0,10.0,10,Finished,1.0,2025,Saudi Arabian Grand Prix,5
ALO,Aston Martin,13.0,11.0,11,Finished,0.0,2025,Saudi Arabian Grand Prix,5
LAW,Racing Bulls,12.0,12.0,12,Finished,0.0,2025,Saudi Arabian Grand Prix,5
BEA,Haas F1 Team,15.0,13.0,13,Finished,0.0,2025,Saudi Arabian Grand Prix,5
OCO,Haas F1 Team,19.0,14.0,14,Finished,0.0,2025,Saudi Arabian Grand Prix,5
HUL,Kick Sauber,18.0,15.0,15,Lapped,0.0,2025,Saudi Arabian Grand Prix,5
STR,Aston Martin,16.0,16.0,16,Lapped,0.0,2025,Saudi Arabian Grand Prix,5
DOO,Alpine,17.0,17.0,17,Lapped,0.0,2025,Saudi Arabian Grand Prix,5
BOR,Kick Sauber,20.0,18.0,18,Lapped,0.0,2025,Saudi Arabian Grand Prix,5
TSU,Red Bull Racing,8.0,19.0,R,Retired,0.0,2025,Saudi Arabian Grand Prix,5
GAS,Alpine,9.0,20.0,R,Retired,0.0,2025,Saudi Arabian Grand Prix,5
PIA,McLaren,4.0,1.0,1,Finished,25.0,2025,Miami Grand Prix,6
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Miami Grand Prix,6
RUS,Mercedes,5.0,3.0,3,Finished,15.0,2025,Miami Grand Prix,6
VER,Red Bull Racing,1.0,4.0,4,Finished,12.0,2025,Miami Grand Prix,6
ALB,Williams,7.0,5.0,5,Finished,10.0,2025,Miami Grand Prix,6
ANT,Mercedes,3.0,6.0,6,Finished,8.0,2025,Miami Grand Prix,6
LEC,Ferrari,8.0,7.0,7,Finished,6.0,2025,Miami Grand Prix,6
HAM,Ferrari,12.0,8.0,8,Finished,4.0,2025,Miami Grand Prix,6
SAI,Williams,6.0,9.0,9,Finished,2.0,2025,Miami Grand Prix,6
TSU,Red Bull Racing,10.0,10.0,10,Finished,1.0,2025,Miami Grand Prix,6
HAD,Racing Bulls,11.0,11.0,11,Finished,0.0,2025,Miami Grand Prix,6
OCO,Haas F1 Team,9.0,12.0,12,Finished,0.0,2025,Miami Grand Prix,6
GAS,Alpine,20.0,13.0,13,Finished,0.0,2025,Miami Grand Prix,6
HUL,Kick Sauber,16.0,14.0,14,Lapped,0.0,2025,Miami Grand Prix,6
ALO,Aston Martin,17.0,15.0,15,Lapped,0.0,2025,Miami Grand Prix,6
STR,Aston Martin,18.0,16.0,16,Lapped,0.0,2025,Miami Grand Prix,6
LAW,Racing Bulls,15.0,17.0,R,Retired,0.0,2025,Miami Grand Prix,6
BOR,Kick Sauber,13.0,18.0,R,Retired,0.0,2025,Miami Grand Prix,6
BEA,Haas F1 Team,19.0,19.0,R,Retired,0.0,2025,Miami Grand Prix,6
DOO,Alpine,14.0,20.0,R,Retired,0.0,2025,Miami Grand Prix,6
VER,Red Bull Racing,2.0,1.0,1,Finished,25.0,2025,Emilia Romagna Grand Prix,7
NOR,McLaren,4.0,2.0,2,Finished,18.0,2025,Emilia Romagna Grand Prix,7
PIA,McLaren,1.0,3.0,3,Finished,15.0,2025,Emilia Romagna Grand Prix,7
HAM,Ferrari,12.0,4.0,4,Finished,12.0,2025,Emilia Romagna Grand Prix,7
ALB,Williams,7.0,5.0,5,Finished,10.0,2025,Emilia Romagna Grand Prix,7
LEC,Ferrari,11.0,6.0,6,Finished,8.0,2025,Emilia Romagna Grand Prix,7
RUS,Mercedes,3.0,7.0,7,Finished,6.0,2025,Emilia Romagna Grand Prix,7
SAI,Williams,6.0,8.0,8,Finished,4.0,2025,Emilia Romagna Grand Prix,7
HAD,Racing Bulls,9.0,9.0,9,Finished,2.0,2025,Emilia Romagna Grand Prix,7
TSU,Red Bull Racing,20.0,10.0,10,Finished,1.0,2025,Emilia Romagna Grand Prix,7
ALO,Aston Martin,5.0,11.0,11,Finished,0.0,2025,Emilia Romagna Grand Prix,7
HUL,Kick Sauber,17.0,12.0,12,Finished,0.0,2025,Emilia Romagna Grand Prix,7
GAS,Alpine,10.0,13.0,13,Finished,0.0,2025,Emilia Romagna Grand Prix,7
LAW,Racing Bulls,15.0,14.0,14,Finished,0.0,2025,Emilia Romagna Grand Prix,7
STR,Aston Martin,8.0,15.0,15,Finished,0.0,2025,Emilia Romagna Grand Prix,7
COL,Alpine,16.0,16.0,16,Finished,0.0,2025,Emilia Romagna Grand Prix,7
BEA,Haas F1 Team,19.0,17.0,17,Finished,0.0,2025,Emilia Romagna Grand Prix,7
BOR,Kick Sauber,14.0,18.0,18,Finished,0.0,2025,Emilia Romagna Grand Prix,7
ANT,Mercedes,13.0,19.0,R,Retired,0.0,2025,Emilia Romagna Grand Prix,7
OCO,Haas F1 Team,18.0,20.0,R,Retired,0.0,2025,Emilia Romagna Grand Prix,7
NOR,McLaren,1.0,1.0,1,Finished,25.0,2025,Monaco Grand Prix,8
LEC,Ferrari,2.0,2.0,2,Finished,18.0,2025,Monaco Grand Prix,8
PIA,McLaren,3.0,3.0,3,Finished,15.0,2025,Monaco Grand Prix,8
VER,Red Bull Racing,4.0,4.0,4,Finished,12.0,2025,Monaco Grand Prix,8
HAM,Ferrari,7.0,5.0,5,Finished,10.0,2025,Monaco Grand Prix,8
HAD,Racing Bulls,5.0,6.0,6,Lapped,8.0,2025,Monaco Grand Prix,8
OCO,Haas F1 Team,8.0,7.0,7,Lapped,6.0,2025,Monaco Grand Prix,8
LAW,Racing Bulls,9.0,8.0,8,Lapped,4.0,2025,Monaco Grand Prix,8
ALB,Williams,10.0,9.0,9,Lapped,2.0,2025,Monaco Grand Prix,8
SAI,Williams,11.0,10.0,10,Lapped,1.0,2025,Monaco Grand Prix,8
RUS,Mercedes,14.0,11.0,11,Lapped,0.0,2025,Monaco Grand Prix,8
BEA,Haas F1 Team,20.0,12.0,12,Lapped,0.0,2025,Monaco Grand Prix,8
COL,Alpine,18.0,13.0,13,Lapped,0.0,2025,Monaco Grand Prix,8
BOR,Kick Sauber,16.0,14.0,14,Lapped,0.0,2025,Monaco Grand Prix,8
STR,Aston Martin,19.0,15.0,15,Lapped,0.0,2025,Monaco Grand Prix,8
HUL,Kick Sauber,13.0,16.0,16,Lapped,0.0,2025,Monaco Grand Prix,8
TSU,Red Bull Racing,12.0,17.0,17,Lapped,0.0,2025,Monaco Grand Prix,8
ANT,Mercedes,15.0,18.0,18,Lapped,0.0,2025,Monaco Grand Prix,8
ALO,Aston Martin,6.0,19.0,R,Retired,0.0,2025,Monaco Grand Prix,8
GAS,Alpine,17.0,20.0,R,Retired,0.0,2025,Monaco Grand Prix,8
PIA,McLaren,1.0,1.0,1,Finished,25.0,2025,Spanish Grand Prix,9
NOR,McLaren,2.0,2.0,2,Finished,18.0,2025,Spanish Grand Prix,9
LEC,Ferrari,7.0,3.0,3,Finished,15.0,2025,Spanish Grand Prix,9
RUS,Mercedes,4.0,4.0,4,Finished,12.0,2025,Spanish Grand Prix,9
HUL,Kick Sauber,15.0,5.0,5,Finished,10.0,2025,Spanish Grand Prix,9
HAM,Ferrari,5.0,6.0,6,Finished,8.0,2025,Spanish Grand Prix,9
HAD,Racing Bulls,9.0,7.0,7,Finished,6.0,2025,Spanish Grand Prix,9
GAS,Alpine,8.0,8.0,8,Finished,4.0,2025,Spanish Grand Prix,9
ALO,Aston Martin,10.0,9.0,9,Finished,2.0,2025,Spanish Grand Prix,9
VER,Red Bull Racing,3.0,10.0,10,Finished,1.0,2025,Spanish Grand Prix,9
LAW,Racing Bulls,13.0,11.0,11,Finished,0.0,2025,Spanish Grand Prix,9
BOR,Kick Sauber,12.0,12.0,12,Finished,0.0,2025,Spanish Grand Prix,9
TSU,Red Bull Racing,19.0,13.0,13,Finished,0.0,2025,Spanish Grand Prix,9
SAI,Williams,17.0,14.0,14,Finished,0.0,2025,Spanish Grand Prix,9
COL,Alpine,18.0,15.0,15,Finished,0.0,2025,Spanish Grand Prix,9
OCO,Haas F1 Team,16.0,16.0,16,Finished,0.0,2025,Spanish Grand Prix,9
